sequence.sequenceID,alignment.displayName,sequence.m49_country.display_name,sequence.collection_year,sequence.earliest_collection_year,brgy,place,province,region,,latitude,longitude,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,sequence.isolate,seq
AB563913,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,02/11/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-098,RV/R7.PHL/2008/TRa-098
AB563914,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,03/11/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-099,RV/R7.PHL/2008/TRa-099
AB563915,Asian SEA4,Philippines,2008,2008,,,cebu,Central Visayas,Region VII,,,04/11/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-100,RV/R7.PHL/2008/TRa-100
AB563916,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,05/11/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-101,RV/R7.PHL/2008/TRa-101
AB563917,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,06/11/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-102,RV/R7.PHL/2008/TRa-102
AB563918,Asian SEA4,Philippines,2008,2008,,,Cebu,Central Visayas,Region VII,,,07/11/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-103,RV/R7.PHL/2008/TRa-103
AB563947,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-143,RV/R7.PHL/2009/TRa-143
AB563948,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/02/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-144,RV/R7.PHL/2009/TRa-144
AB563949,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/02/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-145,RV/R7.PHL/2009/TRa-145
AB563950,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/03/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-147,RV/R7.PHL/2009/TRa-147
AB563958,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-164,RV/R7.PHL/2009/TRa-164
AB563959,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,02/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-165,RV/R7.PHL/2009/TRa-165
AB563960,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,03/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-166,RV/R7.PHL/2009/TRa-166
AB563961,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,01/02/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-167,RV/R7.PHL/2009/TRa-167
AB563962,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,02/02/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-168,RV/R7.PHL/2009/TRa-168
AB563963,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,03/02/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-170,RV/R7.PHL/2009/TRa-170
AB563964,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,01/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-172,RV/R7.PHL/2009/TRa-172
AB563965,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,01/03/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-173,RV/R7.PHL/2009/TRa-173
AB563967,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,01/04/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-177,RV/R7.PHL/2009/TRa-177
AB563968,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,02/04/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-178,RV/R7.PHL/2009/TRa-178
AB564001,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/06/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-235,RV/R7.PHL/2009/TRa-235
AB564002,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/07/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-236,RV/R7.PHL/2009/TRa-236
AB564003,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,02/07/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-237,RV/R7.PHL/2009/TRa-237
AB564004,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/08/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-238,RV/R7.PHL/2009/TRa-238
AB564005,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/09/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-239,RV/R7.PHL/2009/TRa-239
AB564006,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/04/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-240,RV/R7.PHL/2009/TRa-240
AB564007,Asian SEA4,Philippines,2009,2009,,,Negros Oriental,Central Visayas,Region VII,,,01/05/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-241,RV/R7.PHL/2009/TRa-241
AB683588,Asian SEA4,Philippines,2008,2008,,,Negros Oriental,Central Visayas,Region VII,,,01/10/2008,1575,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R7.PHL/2008/TRa-084,RV/R7.PHL/2008/TRa-084
AB683646,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,02/03/2009,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-176,RV/R7.PHL/2009/TRa-176
AB683652,Asian SEA4,Philippines,2009,2009,,,Cebu,Central Visayas,Region VII,,,01/04/2009,1124,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R7.PHL/2009/TRa-179,RV/R7.PHL/2009/TRa-179
R7-21-161,Asian SEA4,Philippines,,,Pusok,Lapu Lapu City ,Cebu,Central Visayas,Region VII,10.29788925,123.9784138,18/10/2021,11872,,,Canis familiaris,,R7-21-161,R7-21-161
AB563845,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-014,RV/R10.PHL/2008/TRa-014
AB563852,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,02/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-024,RV/R10.PHL/2008/TRa-024
AB563853,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,03/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-025,RV/R10.PHL/2008/TRa-025
AB563854,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,04/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-026,RV/R10.PHL/2008/TRa-026
AB563855,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,05/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-027,RV/R10.PHL/2008/TRa-027
AB563856,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,06/07/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-028,RV/R10.PHL/2008/TRa-028
AB563857,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-030,RV/R10.PHL/2008/TRa-030
AB563871,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,02/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-052,RV/R10.PHL/2008/TRa-052
AB563872,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,03/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-053,RV/R10.PHL/2008/TRa-053
AB563873,Asian SEA4,Philippines,2008,2008,,,Lanao del Norte,Northern Mindanao,Region X,,,04/08/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-054,RV/R10.PHL/2008/TRa-054
AB563874,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-055,RV/R10.PHL/2008/TRa-055
AB563875,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,02/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-056,RV/R10.PHL/2008/TRa-056
AB563876,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,03/09/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-057,RV/R10.PHL/2008/TRa-057
AB563877,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,04/09/2008,769,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-058,RV/R10.PHL/2008/TRa-058
AB563920,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/10/2008,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-107,RV/R10.PHL/2008/TRa-107
AB563921,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/12/2008,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-108,RV/R10.PHL/2008/TRa-108
AB563922,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-109,RV/R10.PHL/2009/TRa-109
AB563923,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/01/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-110,RV/R10.PHL/2009/TRa-110
AB563970,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/05/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-191,RV/R10.PHL/2009/TRa-191
AB563971,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/06/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-196,RV/R10.PHL/2009/TRa-196
AB563972,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/06/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-197,RV/R10.PHL/2009/TRa-197
AB564008,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/07/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-242,RV/R10.PHL/2009/TRa-242
AB564009,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/07/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-243,RV/R10.PHL/2009/TRa-243
AB564010,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,03/07/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-244,RV/R10.PHL/2009/TRa-244
AB564011,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/08/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-246,RV/R10.PHL/2009/TRa-246
AB564012,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/09/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-248,RV/R10.PHL/2009/TRa-248
AB564013,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/01/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-249,RV/R10.PHL/2009/TRa-249
AB564014,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,03/09/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-250,RV/R10.PHL/2009/TRa-250
AB564015,Asian SEA4,Philippines,2009,2009,,,Lanao del Norte,Northern Mindanao,Region X,,,01/10/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-251,RV/R10.PHL/2009/TRa-251
AB564016,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/10/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-252,RV/R10.PHL/2009/TRa-252
AB564017,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/10/2009,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-253,RV/R10.PHL/2009/TRa-253
AB564018,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/07/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-254,RV/R10.PHL/2009/TRa-254
AB564019,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/07/2009,1575,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-255,RV/R10.PHL/2009/TRa-255
AB683589,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/02/2009,1575,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-184,RV/R10.PHL/2009/TRa-184
AB683590,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,02/02/2009,1575,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-186,RV/R10.PHL/2009/TRa-186
AB683591,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/04/2009,1575,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-189,RV/R10.PHL/2009/TRa-189
AB683612,Asian SEA4,Philippines,2008,2008,,,Misamis Oriental,Northern Mindanao,Region X,,,01/09/2008,1124,03-Apr-13,25-Jun-13,Canis lupus familiaris,23593515,RV/R10.PHL/2008/TRa-104,RV/R10.PHL/2008/TRa-104
AB683649,Asian SEA4,Philippines,2009,2009,,,Misamis Oriental,Northern Mindanao,Region X,,,01/06/2009,1124,03-Apr-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-195,RV/R10.PHL/2009/TRa-195
AB771918,Asian SEA4,Philippines,2009,2009,,Cagayan De Oro,Misamis Oriental,Northern Mindanao,Region X,8.409218588,124.6235169,01/05/2009,698,29-May-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-194,RV/R10.PHL/2009/TRa-194
AB771920,Asian SEA4,Philippines,2009,2009,,Cagayan De Oro,Misamis Oriental,Northern Mindanao,Region X,8.409218588,124.6235169,02/09/2009,698,29-May-13,29-May-13,Canis lupus familiaris,23593515,RV/R10.PHL/2009/TRa-247,RV/R10.PHL/2009/TRa-247
R10-688,Asian SEA4,Philippines,,,,Malaybalay,Bukidnon,Northern Mindanao,Region X,8.160681669,125.1787735,02/07/2021,11872,,,Canis familiaris,,R10-688,R10-688
R10-711,Asian SEA4,Philippines,,,Balulang,Cagayan de Oro,Misamis Oriental,Northern Mindanao,Region X,8.409218588,124.6235169,12/07/2021,11872,,,Canis familiaris,,R10-711,R10-711
R10-714,Asian SEA4,Philippines,,,Bonbon,Opol,Misamis Oriental,Northern Mindanao,Region X,,,11/07/2021,11872,,,Canis familiaris,,R10-714,R10-714
R10-824,Asian SEA4,Philippines,,,Bulua,Cagayan de Oro ,Misamis Oriental,Northern Mindanao,Region X,8.409218588,124.6235169,09/09/2021,11872,,,Canis familiaris,,R10-824,R10-824
R10-856,Asian SEA4,Philippines,,,-,Manticao,Misamis Oriental,Northern Mindanao,Region X,8.374138099,124.3486702,27/09/2021,11872,,,Canis familiaris,,R10-856,R10-856
R10-907,Asian SEA4,Philippines,,,Gango,Libona,Bukidnon,Northern Mindanao,Region X,8.327601426,124.7570432,25/10/2021,11872,,,Canis familiaris,,R10-907,R10-907
R10-920,Asian SEA4,Philippines,,,Agusan,Cagayan de Oro,Misamis Oriental,Northern Mindanao,Region X,8.409218588,124.6235169,26/10/2021,11872,,,Canis familiaris,,R10-920,R10-920
R10-989,Asian SEA4,Philippines,,,Barangay 1,Gingoog ,Misamis Oriental,Northern Mindanao,Region X,8.776382452,125.0898786,25/11/2021,11872,,,Canis familiaris,,R10-989,R10-989
R10-990,Asian SEA4,Philippines,,,Agay-Ayan,Gingoog ,Misamis Oriental,Northern Mindanao,Region X,8.776382452,125.0898786,25/11/2021,11872,,,Canis familiaris,,R10-990,R10-990
AB563807,Asian SEA4,Philippines,2005,2005,,,Davaodel Sur,Davao Region,Region XI,,,01/04/2005,1575,03-Apr-13,30-Jul-13,Canis lupus familiaris,23593515,RV/R11.PHL/2005/Z-05-186,RV/R11.PHL/2005/Z-05-186
OQ326736,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/10/2018,,,,Canis familiaris,,18-199,18-199
OQ326737,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/09/2018,,,,Canis familiaris,,18-172,18-172
OQ326738,Asian SEA4,Philippines,,,Digos,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,06/08/2018,,,,Canis familiaris,,18-164,18-164
OQ326739,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/01/2019,,,,Canis familiaris,,19-015,19-015
OQ326740,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/01/2019,,,,Canis familiaris,,19-004,19-004
OQ326741,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/01/2019,,,,Canis familiaris,,19-011,19-011
OQ326742,Asian SEA4,Philippines,,,Poblacion,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/11/2018,,,,Canis familiaris,,18-216,18-216
OQ326743,Asian SEA4,Philippines,,,Toril,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/09/2018,,,,Canis familiaris,,18-174,18-174
OQ326744,Asian SEA4,Philippines,,,Samal,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/08/2018,,,,Canis familiaris,,18-162,18-162
OQ326745,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/11/2018,,,,Canis familiaris,,18-214,18-214
OQ326746,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/10/2018,,,,Canis familiaris,,18-188,18-188
OQ326747,Asian SEA4,Philippines,,,Toril,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/08/2018,,,,Canis familiaris,,18-163,18-163
OQ326748,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,06/07/2018,,,,Canis familiaris,,18-138,18-138
OQ326749,Asian SEA4,Philippines,,,Compostela Valley,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,09/06/2018,,,,Canis familiaris,,18-107,18-107
OQ326750,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/06/2018,,,,Canis familiaris,,18-099,18-099
OQ326751,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,08/06/2018,,,,Canis familiaris,,18-106,18-106
OQ326752,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,06/06/2018,,,,Canis familiaris,,18-102,18-102
OQ326753,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,11/06/2018,,,,Canis familiaris,,18-116,18-116
OQ326754,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,07/06/2018,,,,Canis familiaris,,18-103,18-103
OQ326755,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/06/2018,,,,Canis familiaris,,18-101,18-101
OQ326756,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,10/06/2018,,,,Canis familiaris,,18-114,18-114
OQ326757,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/06/2018,,,,Canis familiaris,,18-092,18-092
OQ326758,Asian SEA4,Philippines,,,Digos Cogon,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,12/06/2018,,,,Canis familiaris,,18-118,18-118
OQ326759,Asian SEA4,Philippines,,,Poblacion,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/07/2018,,,,Canis familiaris,,18-130,18-130
OQ326760,Asian SEA4,Philippines,,,Tagum,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/07/2018,,,,Canis familiaris,,18-133,18-133
OQ326761,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/06/2018,,,,Canis familiaris,,18-094,18-094
OQ326762,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/07/2018,,,,Canis familiaris,,18-120,18-120
OQ326763,Asian SEA4,Philippines,,,Poblacion,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/01/2019,,,,Canis familiaris,,19-045,19-045
OQ326764,Asian SEA4,Philippines,,,Buhangin,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/06/2018,,,,Canis familiaris,,18-096,18-096
OQ326765,Asian SEA4,Philippines,,,Panabo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,06/01/2019,,,,Canis familiaris,,19-050,19-050
OQ326766,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/07/2018,,,,Canis familiaris,,18-121,18-121
OQ326767,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,05/07/2018,,,,Canis familiaris,,18-135,18-135
OQ326768,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/10/2018,,,,Canis familiaris,,18-191,18-191
OQ326769,Asian SEA4,Philippines,,,Poblacion,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/12/2018,,,,Canis familiaris,,18-224,18-224
OQ326770,Asian SEA4,Philippines,,,Buhangin,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,04/01/2019,,,,Canis familiaris,,19-022,19-022
OQ326771,Asian SEA4,Philippines,,,Talomo,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/12/2018,,,,Canis familiaris,,18-225,18-225
OQ326772,Asian SEA4,Philippines,,,Buhangin,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,01/08/2018,,,,Canis familiaris,,18-147,18-147
OQ326773,Asian SEA4,Philippines,,,Tugbok,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/08/2018,,,,Canis familiaris,,18-153,18-153
OQ326774,Asian SEA4,Philippines,,,Buhangin,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,02/08/2018,,,,Canis familiaris,,18-151,18-151
OQ326775,Asian SEA4,Philippines,,,Cotabato,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,03/09/2018,,,,Canis familiaris,,18-179,18-179
OQ326776,Asian SEA4,Philippines,,,Buhangin,Davao City ,Davaodel Sur,Davao Region,Region XI,7.254430625,125.4144871,08/07/2018,,,,Canis familiaris,,18-144,18-144
